DAUID,Pop2016,Density,AgeTot,0_14%,15_64%,65over%,AvgHouseSize,OffLangTot,OffLangNo,OffLangNo%,LangTot,LangChinese,LangChi%,AvgDwellVal,AvgRent
24660766,536,10347.5,535,13.1,47.7,40.2,1.8,535,15,2.80,600,0,0.00,827353,1253
24660767,490,4532.8,490,16.3,62.2,21.4,2.7,490,0,0.00,440,10,2.27,824959,970
24660768,515,3583.9,515,15.5,59.2,24.3,2.5,515,10,1.94,510,0,0.00,1165311,1215
24660769,771,4103.2,770,19.5,66.9,13.6,2.9,775,10,1.29,720,10,1.39,1344731,852
24660770,492,2805,495,18.2,63.6,17.2,3.4,490,5,1.02,520,0,0.00,1463273,0
24660771,628,2493.1,630,19.8,62.7,16.7,3.2,630,10,1.59,655,0,0.00,1154902,1326
24660772,511,9883.9,510,17.6,64.7,18.6,2.5,510,5,0.98,495,10,2.02,532941,1088
24660773,500,9652.5,500,18,67,15,2.8,500,5,1.00,565,0,0.00,504701,957
24660774,659,15219.4,660,15.9,68.2,15.9,2.2,655,10,1.53,585,20,3.42,433097,750
24660775,515,8818.5,515,15.5,59.2,25.2,1.9,515,20,3.88,475,20,4.21,302018,708
24660776,662,9580.3,660,18.2,67.4,14.4,3.2,650,10,1.54,685,15,2.19,489314,899
24660777,430,8269.2,430,29.1,59.3,11.6,3.4,430,10,2.33,470,0,0.00,644733,834
24660778,509,11621,510,17.6,66.7,13.7,2.8,510,10,1.96,475,0,0.00,563977,729
24660779,557,9027.6,555,16.2,63.1,19.8,2.6,515,5,0.97,545,10,1.83,508669,925
24660780,565,7729.1,565,22.1,63.7,15,2.9,560,15,2.68,520,0,0.00,510045,983
24660781,513,4710.7,515,24.3,60.2,15.5,3.5,510,5,0.98,475,0,0.00,973757,0
24660783,574,4526.8,570,18.4,62.3,19.3,3.1,575,0,0.00,570,0,0.00,916046,2105
24660784,472,3202.2,475,16.8,63.2,20,2.9,475,0,0.00,410,0,0.00,946431,0
24660785,530,3121.3,530,15.1,64.2,20.8,3.1,530,0,0.00,570,15,2.63,1287730,0
24660786,411,3672.9,415,21.7,59,16.9,3.3,410,0,0.00,370,0,0.00,1421674,2099
24660787,395,3514.2,395,21.5,55.7,21.5,3,395,5,1.27,440,15,3.41,680507,0
24660788,842,7484.4,845,11.8,42.6,45,2,845,5,0.59,870,10,1.15,352638,1015
24660794,986,4439.4,985,20.8,50.8,28.4,2.2,985,10,1.02,940,10,1.06,631929,1026
24660797,442,5200,445,28.1,53.9,18,2.7,440,5,1.14,385,0,0.00,629882,1180
24660798,591,6746.6,590,25.4,51.7,22,2.9,590,0,0.00,530,0,0.00,545873,925
24660799,568,7162.7,570,27.2,54.4,18.4,3.4,570,5,0.88,465,0,0.00,463864,1420
24660800,522,6923.1,520,27.9,52.9,19.2,2.9,525,10,1.90,555,0,0.00,553626,1472
24660801,445,4749.2,445,19.1,59.6,21.3,3.1,445,5,1.12,420,20,4.76,466050,0
24660802,584,4322.7,580,20.7,62.9,16.4,3,585,15,2.56,620,50,8.06,524003,823
24660803,410,4712.6,410,19.5,56.1,24.4,2.9,410,5,1.22,570,25,4.39,481501,0
24660804,604,745.8,605,20.7,62,16.5,3.1,605,5,0.83,640,0,0.00,444559,0
24660805,464,8888.9,465,21.5,64.5,12.9,2.6,460,5,1.09,530,20,3.77,424676,756
24660806,533,4068.7,535,16.8,63.6,19.6,3,530,0,0.00,545,10,1.83,508876,0
24660807,609,3586.6,610,14.8,53.3,32.8,2.3,610,10,1.64,530,0,0.00,434264,839
24660808,332,3833.7,330,15.2,63.6,21.2,2.4,330,5,1.52,300,10,3.33,459494,0
24660809,529,5176.1,525,15.2,64.8,21.9,2.5,520,10,1.92,540,20,3.70,500762,1070
24660810,469,4575.6,470,17,68.1,14.9,2.9,470,5,1.06,480,0,0.00,576327,0
24660812,1295,1274,1295,20.5,73.4,6.2,2.5,1295,30,2.32,1310,220,16.79,383091,782
24660813,621,12857.1,620,13.7,74.2,12.1,2,620,5,0.81,590,10,1.69,269482,718
24660814,610,6033.6,610,20.5,71.3,8.2,2.7,610,20,3.28,625,120,19.20,318934,679
24660815,511,9108.7,510,17.6,69.6,13.7,2.1,510,0,0.00,480,15,3.13,377716,761
24660816,777,7492.8,775,15.5,60,25.2,1.8,775,15,1.94,800,0,0.00,288508,758
24660818,682,1261.6,685,19,72.3,8.8,2.2,685,10,1.46,720,15,2.08,308093,788
24660820,514,2735.5,515,18.4,65,16.5,2.6,515,0,0.00,470,0,0.00,661408,862
24660821,542,2075.8,545,19.3,62.4,17.4,2.7,545,10,1.83,480,20,4.17,669970,984
24660822,361,3377,360,16.7,76.4,6.9,1.8,355,5,1.41,305,30,9.84,0,652
24660823,586,13409.6,585,13.7,76.1,9.4,2,585,5,0.85,595,35,5.88,0,765
24660824,883,28392.3,885,19.2,74.6,6.2,2,880,30,3.41,850,90,10.59,204613,826
24660825,552,5644.2,550,16.4,67.3,18.2,2.2,550,5,0.91,565,10,1.77,570688,734
24660826,470,2385.8,470,17,64.9,18.1,2.6,470,5,1.06,460,25,5.43,524318,960
24660827,678,4237.5,680,17.6,67.6,14.7,2.4,680,10,1.47,735,40,5.44,470875,975
24660828,583,4457.2,580,16.4,59.5,25,2.3,580,10,1.72,615,30,4.88,535924,1058
24660829,589,5890,590,18.6,70.3,11.9,2.8,590,5,0.85,575,25,4.35,717409,865
24660830,577,6060.9,580,19.8,60.3,19,2.7,580,0,0.00,585,15,2.56,613666,0
24660832,411,4675.8,410,20.7,63.4,17.1,2.8,415,0,0.00,415,0,0.00,712911,0
24660833,403,6296.9,400,18.8,65,18.8,2.7,405,0,0.00,415,0,0.00,660291,985
24660834,588,6118.6,590,19.5,63.6,16.1,2.7,590,10,1.69,555,15,2.70,442659,677
24660835,725,8983.9,725,17.9,69.7,11.7,2,725,5,0.69,660,15,2.27,353997,685
24660836,478,6957.8,480,17.7,62.5,19.8,2.3,475,25,5.26,470,0,0.00,500217,959
24660837,654,6714.6,650,20.8,64.6,15.4,2.6,650,10,1.54,685,10,1.46,464207,874
24660838,604,5546.4,605,16.5,62,21.5,2.5,590,10,1.69,560,10,1.79,455940,925
24660839,733,9049.4,730,19.2,66.4,15.1,2.4,725,25,3.45,830,135,16.27,467480,890
24660840,672,7241.4,670,3.7,36.6,60.4,1.6,670,20,2.99,580,20,3.45,368979,680
24660841,665,11728.4,665,20.3,64.7,15,2.4,665,35,5.26,645,105,16.28,457056,844
24660842,651,15317.6,650,17.7,66.9,16.9,2.4,650,20,3.08,600,15,2.50,463057,871
24660843,283,9278.7,285,17.5,63.2,19.3,2.4,280,20,7.14,305,10,3.28,513631,844
24660844,579,19828.8,580,19.8,70.7,10.3,2.6,580,30,5.17,620,15,2.42,520664,708
24660845,530,19557.2,530,20.8,69.8,10.4,2.5,530,10,1.89,555,10,1.80,0,731
24660846,667,9328.7,665,18,64.7,17.3,2.6,665,15,2.26,705,110,15.60,481479,1064
24660847,587,15994.6,590,16.9,69.5,13.6,2.2,575,15,2.61,515,0,0.00,495480,664
24660848,433,20817.3,435,20.7,63.2,13.8,2.2,430,15,3.49,375,30,8.00,361179,678
24660849,576,12334,575,19.1,67.8,13.9,2.4,575,10,1.74,545,0,0.00,495797,743
24660850,428,8991.6,425,3.5,25.9,70.6,1.3,430,5,1.16,460,0,0.00,677598,862
24660851,521,3291.2,520,18.3,62.5,19.2,3.2,520,0,0.00,540,20,3.70,567820,0
24660852,552,15593.2,550,16.4,62.7,20.9,2.2,550,20,3.64,605,25,4.13,0,1070
24660853,562,2741.5,565,14.2,58.4,27.4,2.4,560,10,1.79,555,25,4.50,529380,914
24660854,837,3216.8,835,22.8,53.3,24,3.4,780,5,0.64,725,0,0.00,762800,0
24660855,481,5005.2,480,25,58.3,17.7,3.5,485,0,0.00,420,0,0.00,800335,0
24660856,964,7421.1,965,23.8,60.1,16.6,2.4,965,80,8.29,985,15,1.52,503024,980
24660857,637,4775.1,635,18.9,63,18.1,3.2,635,10,1.57,615,10,1.63,581823,0
24660858,464,3480.9,465,20.4,59.1,20.4,3,465,0,0.00,445,0,0.00,477590,0
24660859,670,11472.6,670,21.6,64.2,14.9,2.7,670,35,5.22,680,30,4.41,507968,899
24660860,769,40687.8,770,25.3,52.6,21.4,2.7,770,65,8.44,715,0,0.00,0,932
24660861,955,51902.2,955,26.7,61.8,11.5,2.4,955,60,6.28,995,10,1.01,0,915
24660862,488,19757.1,485,15.5,61.9,23.7,2,485,10,2.06,480,20,4.17,212019,774
24660863,589,23466.1,590,16.9,62.7,19.5,2.1,590,10,1.69,600,0,0.00,257462,890
24660864,914,16177,915,18,50.3,31.7,2.4,700,40,5.71,600,0,0.00,359425,857
24660865,1090,10490.9,1090,18.3,68.8,13.3,2.3,1090,25,2.29,1030,80,7.77,407655,814
24660866,955,12103.9,955,26.2,61.8,12,2.5,955,45,4.71,990,115,11.62,452693,863
24660868,603,7760.6,605,14.9,68.6,16.5,2.3,600,10,1.67,590,25,4.24,529761,851
24660869,309,13319,310,14.5,74.2,11.3,2,310,5,1.61,310,15,4.84,579027,920
24660870,420,2283.8,420,8.3,60.7,31,1.8,345,5,1.45,355,0,0.00,585697,810
24660871,615,622.8,610,14.8,73,13.1,1.9,575,10,1.74,545,55,10.09,527123,650
24660872,743,23146.4,745,20.8,72.5,6,2,745,30,4.03,750,50,6.67,0,679
24660874,524,228.2,525,19,63.8,18.1,2.7,530,35,6.60,560,40,7.14,487901,911
24660876,526,3867.6,525,17.1,60,23.8,2.3,515,20,3.88,495,35,7.07,396628,741
24660877,442,8155,440,15.9,60.2,23.9,2.3,440,15,3.41,460,15,3.26,566911,1136
24660878,239,13204.4,240,14.6,70.8,14.6,2.3,240,5,2.08,245,30,12.24,0,989
24660879,499,14016.9,500,18,64,17,2.5,500,10,2.00,445,0,0.00,427891,825
24660880,584,5343.1,580,15.5,63.8,21.6,2.5,585,25,4.27,545,60,11.01,429811,887
24660881,286,15212.8,285,17.5,63.2,21.1,2.6,285,15,5.26,330,0,0.00,489667,857
24660882,426,13107.7,430,18.6,59.3,20.9,2.4,425,10,2.35,415,0,0.00,482762,824
24660883,678,6469.5,680,14.7,64,21.3,2.3,680,25,3.68,730,20,2.74,449206,930
24660884,639,8508.7,640,18,59.4,22.7,2.6,640,30,4.69,645,50,7.75,446073,897
24660885,590,6490.6,590,17.8,65.3,17.8,2.3,585,30,5.13,565,0,0.00,531694,864
24660886,936,11863.1,940,19.7,66.5,13.8,2.4,935,50,5.35,975,30,3.08,389798,860
24660887,423,15000,425,15.3,64.7,20,2.5,425,25,5.88,330,10,3.03,520312,776
24660888,433,15464.3,430,24.4,61.6,14,2.4,430,10,2.33,520,0,0.00,380481,836
24660889,397,15095.1,395,17.7,63.3,20.3,2.8,395,20,5.06,325,0,0.00,433474,901
24660890,572,15628.4,575,20,63.5,15.7,2.7,575,30,5.22,485,35,7.22,411472,775
24660891,444,16444.4,445,18,64,16.9,2.8,440,25,5.68,495,60,12.12,474093,901
24660892,542,12290.2,540,17.6,67.6,14.8,2.9,540,45,8.33,525,125,23.81,386613,888
24660893,482,480.4,480,11.5,67.7,20.8,2.7,485,30,6.19,485,85,17.53,420862,852
24660894,747,15893.6,745,16.8,67.1,16.8,2.6,740,40,5.41,670,35,5.22,627121,925
24660895,471,6906.2,470,12.8,66,21.3,2.4,470,25,5.32,525,0,0.00,488461,820
24660896,421,13624.6,420,17.9,63.1,20.2,2.4,420,15,3.57,530,10,1.89,535381,831
24660897,654,17031.3,655,22.9,66.4,10.7,2.7,650,25,3.85,645,0,0.00,713164,850
24660898,267,13979.1,270,18.5,63,20.4,2.2,270,20,7.41,255,0,0.00,476585,867
24660899,485,5594,485,18.6,63.9,16.5,2.4,485,10,2.06,475,10,2.11,485857,909
24660900,616,7907.6,615,13.8,64.2,22,2.4,615,35,5.69,655,35,5.34,392412,894
24660901,512,10963.6,510,10.8,62.7,26.5,2,510,15,2.94,450,25,5.56,737926,668
24660902,514,5807.9,510,14.7,59.8,26.5,2,515,20,3.88,475,10,2.11,464911,768
24660903,440,12154.7,440,15.9,63.6,21.6,2.6,440,5,1.14,430,35,8.14,557327,668
24660904,388,11378.3,390,15.4,65.4,17.9,2.6,385,20,5.19,455,0,0.00,472740,946
24660905,705,12702.7,705,17.7,65.2,17.7,2.5,705,30,4.26,685,25,3.65,442402,772
24660906,396,10153.8,400,15,61.3,22.5,2.5,395,20,5.06,450,0,0.00,427596,786
24660907,297,9488.8,295,15.3,62.7,23.7,2.5,300,5,1.67,240,0,0.00,458563,924
24660908,741,6482.9,740,21.6,62.8,16.2,2.3,740,20,2.70,650,20,3.08,477873,773
24660909,462,10358.7,465,21.5,60.2,17.2,2.8,460,15,3.26,525,0,0.00,456249,765
24660910,466,13546.5,470,16,70.2,12.8,2.7,465,20,4.30,435,15,3.45,459875,818
24660911,441,13955.7,440,22.7,56.8,21.6,2.5,440,10,2.27,440,30,6.82,478108,888
24660912,533,12570.8,535,18.7,61.7,18.7,2.5,535,15,2.80,505,10,1.98,548966,825
24660913,379,6696.1,380,13.2,64.5,21.1,2.5,380,5,1.32,365,0,0.00,453357,643
24660914,315,6847.8,315,17.5,76.2,6.3,2.2,315,5,1.59,315,0,0.00,0,877
24660915,791,6709.1,790,19,67.1,13.9,2.3,790,15,1.90,845,0,0.00,475357,767
24660916,443,6732.5,445,18,69.7,13.5,2.3,445,10,2.25,475,0,0.00,395093,727
24660917,452,937.2,450,16.7,70,14.4,2.3,450,10,2.22,420,0,0.00,403113,764
24660918,470,7993.2,470,18.1,70.2,12.8,2.2,470,15,3.19,520,10,1.92,326231,800
24660919,510,3671.7,510,12.7,67.6,19.6,1.9,510,0,0.00,545,0,0.00,353284,717
24660920,405,2294.6,405,13.6,59.3,25.9,1.8,405,15,3.70,405,20,4.94,469152,663
24660921,666,4868.4,665,25.6,60.9,14.3,2.4,665,25,3.76,645,0,0.00,0,636
24660922,571,7716.2,570,20.2,65.8,13.2,2.2,570,15,2.63,600,20,3.33,0,661
24660923,703,3032.8,705,27,64.5,8.5,2.7,705,40,5.67,665,0,0.00,0,686
24660924,395,2561.6,395,15.2,72.2,12.7,2.1,395,0,0.00,475,0,0.00,430662,760
24660925,620,19018.4,620,28.2,65.3,6.5,2.5,620,5,0.81,650,0,0.00,0,801
24660926,678,6773.2,675,19.3,69.6,11.1,2.2,680,10,1.47,605,15,2.48,378293,872
24660927,622,7585.4,625,16,69.6,13.6,2.2,620,15,2.42,595,25,4.20,406220,716
24660928,409,8019.6,410,15.9,69.5,14.6,2,410,0,0.00,420,0,0.00,422530,786
24660929,615,5500.9,615,13.8,68.3,17.9,1.9,615,10,1.63,610,10,1.64,369118,752
24660930,330,3388.1,330,12.1,74.2,12.1,2.2,330,5,1.52,290,10,3.45,406909,786
24660931,502,2323,500,17,71,14,2.4,500,10,2.00,490,0,0.00,391830,791
24660932,394,3414.2,395,15.2,69.6,13.9,2.3,395,10,2.53,445,15,3.37,447572,932
24660933,429,2989.5,430,14,73.3,10.5,2.3,430,0,0.00,480,15,3.13,348633,884
24660934,443,7191.6,440,17,68.2,14.8,2.2,445,0,0.00,430,40,9.30,324420,750
24660935,599,11908.5,595,18.5,68.1,13.4,2,595,25,4.20,600,10,1.67,258084,784
24660936,430,10886.1,430,15.1,67.4,17.4,2.2,430,5,1.16,380,10,2.63,383483,767
24660937,398,10815.2,395,15.2,65.8,19,2.5,400,10,2.50,450,0,0.00,397324,858
24660938,546,10205.6,545,15.6,67.9,17.4,2.6,550,10,1.82,530,0,0.00,466896,895
24660939,373,7011.3,375,16,64,18.7,2.4,365,10,2.74,330,0,0.00,400152,767
24660940,623,1940.8,625,17.6,69.6,12.8,2.1,620,15,2.42,610,10,1.64,399120,718
24660941,339,12602.2,340,20.6,61.8,17.6,2.7,340,10,2.94,300,10,3.33,519790,898
24660942,726,11469.2,725,20,69.7,10.3,2.1,725,15,2.07,715,10,1.40,393961,726
24660943,330,12692.3,330,19.7,65.2,15.2,2.4,330,10,3.03,390,0,0.00,590336,881
24660944,561,2821.9,560,16.1,67.9,17,2.7,545,10,1.83,555,0,0.00,739400,890
24660945,403,6650.2,405,9.9,65.4,23.5,2,395,10,2.53,330,0,0.00,539873,852
24660946,544,5511.7,545,15.6,69.7,13.8,2.2,545,15,2.75,615,55,8.94,355998,803
24660947,412,9717,410,14.6,67.1,19.5,2.4,415,5,1.20,370,0,0.00,445570,926
24660948,698,9356.6,695,20.1,64.7,15.8,2.2,680,15,2.21,695,15,2.16,519571,868
24660949,881,10876.5,880,16.5,65.3,18.8,2.2,850,20,2.35,885,25,2.82,432183,802
24660950,572,9711.4,570,23.7,63.2,14,2.5,575,15,2.61,520,0,0.00,405043,884
24660951,499,14016.9,500,17,65,18,2.3,500,5,1.00,470,0,0.00,481750,805
24660952,777,2107.4,780,23.1,68.6,8.3,2.3,780,25,3.21,840,35,4.17,370343,637
24660953,459,9161.7,460,15.2,66.3,18.5,2.8,460,10,2.17,405,10,2.47,523669,645
24660954,499,3154.2,500,14,65,21,2.4,485,10,2.06,530,25,4.72,450835,734
24660955,481,2302.5,485,13.4,51.5,34,2,355,0,0.00,370,0,0.00,507989,783
24660956,541,9854.3,540,14.8,70.4,15.7,2.2,525,0,0.00,525,0,0.00,467718,733
24660957,382,7941.8,385,11.7,66.2,20.8,2,385,0,0.00,375,0,0.00,460359,746
24660958,503,5311.5,505,14.9,67.3,17.8,2,480,5,1.04,470,35,7.45,418504,792
24660959,526,9409.7,525,9.5,46.7,44.8,2.3,340,10,2.94,350,20,5.71,454985,888
24660960,450,7666.1,450,15.6,64.4,20,1.9,450,5,1.11,430,10,2.33,530909,882
24660961,528,7663.3,530,15.1,67.9,16,2.2,530,5,0.94,555,20,3.60,428432,772
24660962,465,10592.3,465,15.1,68.8,15.1,2.3,465,10,2.15,435,0,0.00,504725,804
24660963,456,17674.4,455,22,65.9,13.2,2.2,445,10,2.25,430,0,0.00,443256,730
24660964,557,4929.2,560,13.4,64.3,21.4,2.5,540,10,1.85,550,0,0.00,556933,823
24660965,429,2729,425,15.3,68.2,17.6,2,430,5,1.16,475,35,7.37,420031,789
24660966,624,2365.4,625,14.4,62.4,22.4,2.6,625,5,0.80,520,10,1.92,436153,795
24660967,770,3800.6,770,16.9,65.6,17.5,2.4,755,10,1.32,825,0,0.00,434324,782
24660968,1006,8178.9,1005,8,36.8,55.2,1.7,1005,20,1.99,755,30,3.97,453226,581
24660969,637,14061.8,635,7.1,42.5,52,1.9,420,5,1.19,490,10,2.04,696214,753
24660970,525,12500,525,16.2,61,22.9,2.2,525,5,0.95,500,0,0.00,553343,851
24660971,422,8921.8,420,14.3,61.9,26.2,2.1,420,5,1.19,435,15,3.45,533381,805
24660972,297,11556.4,300,15,61.7,21.7,2.1,300,10,3.33,300,0,0.00,637478,875
24660973,394,12628.2,395,20.3,63.3,16.5,2.3,395,5,1.27,425,10,2.35,527210,767
24660974,338,9657.1,340,14.7,66.2,17.6,2,340,5,1.47,315,10,3.17,593212,768
24660975,635,12725.5,635,17.3,66.1,16.5,2.3,635,10,1.57,650,10,1.54,569026,907
24660976,474,5042.6,470,10.6,53.2,37.2,1.6,470,5,1.06,485,10,2.06,0,777
24660977,537,9211,535,13.1,72,15,2.1,520,5,0.96,575,10,1.74,517490,781
24660978,507,6021.4,505,17.8,75.2,7.9,2.1,505,0,0.00,510,25,4.90,354630,770
24660979,522,9222.6,520,20.2,67.3,13.5,2.2,525,5,0.95,550,30,5.45,410461,728
24660980,403,10359.9,405,17.3,69.1,13.6,2.2,405,5,1.23,335,0,0.00,351428,653
24660981,952,1087.8,955,13.6,70.7,15.2,1.9,955,5,0.52,840,0,0.00,387271,767
24660982,421,16381.3,420,19,59.5,21.4,2.1,425,15,3.53,365,0,0.00,0,804
24660983,691,12144.1,690,5.8,42,52.2,1.5,690,0,0.00,695,20,2.88,619616,815
24660984,337,1590.4,340,10.3,66.2,22.1,2.6,335,10,2.99,320,25,7.81,564893,0
24660985,435,2890.4,435,12.6,67.8,19.5,2.8,425,10,2.35,415,10,2.41,622414,0
24660986,417,10024,415,9.6,63.9,27.7,2.1,415,0,0.00,395,0,0.00,568194,817
24660987,428,8861.3,430,11.6,60.5,27.9,2.3,425,10,2.35,445,0,0.00,519254,724
24660988,349,9694.4,345,15.9,66.7,20.3,2.1,350,0,0.00,295,15,5.08,351267,833
24660989,338,8756.5,340,13.2,66.2,19.1,1.9,340,0,0.00,330,0,0.00,305017,732
24660990,608,6031.7,610,22.1,63.9,13.1,2.3,610,20,3.28,650,20,3.08,384683,829
24660991,705,7671.4,705,15.6,67.4,17,2.2,695,15,2.16,680,15,2.21,383106,754
24660992,745,9300.9,745,16.1,67.1,16.8,2.3,745,10,1.34,885,20,2.26,401502,742
24660993,522,2197,525,16.2,69.5,13.3,2.3,520,15,2.88,515,20,3.88,404501,880
24660994,538,13724.5,535,12.1,72.9,15.9,1.9,540,20,3.70,535,45,8.41,273460,828
24660995,290,10984.8,290,12.1,67.2,20.7,2.1,290,5,1.72,275,30,10.91,321886,686
24660997,962,12708.1,960,15.6,72.4,12.5,2.3,960,65,6.77,960,255,26.56,339179,698
24660998,674,11929.2,675,14.8,67.4,17.8,2.1,675,30,4.44,605,115,19.01,425828,729
24660999,546,11446.5,545,16.5,70.6,12.8,2.3,535,25,4.67,475,55,11.58,417904,806
24661000,491,5922.8,490,17.3,66.3,17.3,2.1,490,20,4.08,460,55,11.96,419048,700
24661001,571,13156.7,570,15.8,63.2,21.9,1.9,570,15,2.63,565,110,19.47,367148,714
24661002,795,10699.9,795,18.2,67.3,13.8,2.2,795,30,3.77,825,100,12.12,434536,772
24661003,565,10741.4,565,17.7,69.9,12.4,2.2,565,20,3.54,565,40,7.08,361675,665
24661004,554,10054.4,555,14.4,70.3,15.3,2.1,555,10,1.80,545,75,13.76,419554,673
24661005,472,8535.3,475,10.5,70.5,20,1.7,470,10,2.13,480,75,15.63,420174,720
24661006,301,8931.8,300,11.7,68.3,20,2,300,10,3.33,300,0,0.00,479636,844
24661007,510,10647.2,510,17.6,69.6,12.7,2.2,510,0,0.00,475,10,2.11,387735,785
24661008,388,16943.2,390,16.7,70.5,11.5,2.2,390,10,2.56,375,60,16.00,379112,710
24661009,624,12530.1,625,15.2,60.8,23.2,2,625,20,3.20,580,45,7.76,354996,688
24661010,605,9438.4,605,13.2,68.6,18.2,2.2,605,30,4.96,595,120,20.17,471030,669
24661011,451,8010.7,450,16.7,70,14.4,3,450,40,8.89,485,170,35.05,445072,601
24661012,570,11850.3,570,8.8,44.7,45.6,1.9,385,25,6.49,420,55,13.10,382616,433
24661013,635,14048.7,635,14.2,71.7,14.2,2.3,635,20,3.15,620,35,5.65,353644,868
24661014,630,13125,630,16.7,65.9,18.3,2.1,625,20,3.20,610,15,2.46,349563,770
24661015,314,9751.6,315,19,68.3,12.7,2.1,315,10,3.17,305,10,3.28,451396,713
24661016,624,11366.1,625,13.6,72,14.4,2,620,10,1.61,680,45,6.62,399769,787
24661017,709,12016.9,710,12.7,78.9,8.5,2,710,20,2.82,705,120,17.02,380037,777
24661018,755,11687.3,755,14.6,70.2,15.9,2,755,20,2.65,800,95,11.88,352911,719
24661019,557,12350.3,560,14.3,68.8,17,1.9,555,10,1.80,605,50,8.26,463187,760
24661020,613,9967.5,615,11.4,70.7,18.7,1.9,610,10,1.64,605,0,0.00,398391,688
24661021,279,7994.3,275,12.7,74.5,14.5,1.9,275,10,3.64,310,30,9.68,386030,781
24661022,394,5211.6,395,10.1,67.1,21.5,2,390,10,2.56,415,25,6.02,425914,734
24661023,482,6243.5,485,11.3,67,21.6,2,480,20,4.17,490,75,15.31,397680,771
24661024,497,5485.7,495,11.1,61.6,28.3,1.8,495,10,2.02,425,25,5.88,376685,784
24661025,531,7364.8,530,12.3,73.6,15.1,1.9,535,0,0.00,550,0,0.00,478297,749
24661026,705,10337.2,705,13.5,74.5,12.1,1.9,705,5,0.71,670,45,6.72,352384,784
24661027,607,12164.3,610,9,59,31.1,1.7,610,0,0.00,540,20,3.70,318576,542
24661028,484,11862.7,485,15.5,75.3,9.3,2.1,485,5,1.03,460,30,6.52,410314,732
24661029,473,13911.8,475,17.9,71.6,9.5,2.4,475,15,3.16,545,40,7.34,280292,866
24661030,888,19910.3,890,23.6,70.2,5.6,2.4,890,15,1.69,930,15,1.61,329517,712
24661031,425,19144.1,425,20,71.8,7.1,2.3,425,10,2.35,440,0,0.00,306586,828
24661032,759,7816.7,760,15.8,77,7.2,1.8,760,25,3.29,690,65,9.42,248908,678
24661033,377,15840.3,375,20,69.3,12,2.1,375,0,0.00,440,0,0.00,231445,799
24661034,614,14082.6,615,11.4,63.4,25.2,1.7,615,5,0.81,615,0,0.00,352927,712
24661035,473,13138.9,475,15.8,72.6,10.5,2.2,475,5,1.05,450,30,6.67,346829,686
24661036,504,9081.1,505,11.9,79.2,9.9,1.9,480,10,2.08,470,40,8.51,267743,800
24661037,449,12683.6,450,13.3,55.6,31.1,2,450,5,1.11,345,25,7.25,320385,747
24661038,413,11284.2,415,18.1,69.9,12,2,415,5,1.20,440,15,3.41,358238,764
24661039,418,6049.2,420,8.3,58.3,33.3,1.6,420,5,1.19,405,10,2.47,388893,712
24661040,523,7503.6,525,15.2,72.4,12.4,1.9,525,5,0.95,585,25,4.27,398068,709
24661041,575,12472.9,575,12.2,69.6,18.3,1.9,575,5,0.87,520,0,0.00,340364,765
24661042,550,14666.7,550,16.4,70.9,12.7,2,550,5,0.91,520,20,3.85,320534,808
24661043,773,13705.7,770,16.2,74.7,9.1,2,765,10,1.31,705,0,0.00,294452,774
24661044,580,13519.8,580,13.8,75,11.2,2.1,580,5,0.86,600,35,5.83,347040,824
24661045,529,11781.7,530,12.3,71.7,16,2.1,525,15,2.86,520,20,3.85,461040,744
24661046,383,766.8,385,11.7,71.4,15.6,2.1,380,10,2.63,330,10,3.03,299424,798
24661047,751,662.9,750,14,76,9.3,2.1,730,10,1.37,665,15,2.26,336961,800
24661048,1477,10641.2,1480,12.5,73.6,13.5,1.8,1475,10,0.68,1510,30,1.99,277854,1000
24661049,437,15948.9,435,9.2,71.3,20.7,1.7,440,0,0.00,475,0,0.00,0,753
24661050,568,7888.9,570,17.5,78.1,3.5,2,570,0,0.00,560,15,2.68,332770,789
24661051,534,7705.6,535,9.3,85,5.6,1.8,515,5,0.97,495,10,2.02,345483,703
24661052,507,10079.5,510,8.8,81.4,8.8,1.8,510,5,0.98,520,10,1.92,310713,886
24661053,546,15918.4,545,15.6,76.1,9.2,1.9,545,5,0.92,590,0,0.00,462064,815
24661054,747,4683.4,750,16.7,74.7,9.3,2,750,5,0.67,730,10,1.37,439799,816
24661055,1235,5696.5,1235,8.5,79.4,11.7,1.6,1230,0,0.00,1225,20,1.63,400141,1030
24661058,663,8016.9,660,11.4,83.3,4.5,1.8,665,0,0.00,615,35,5.69,379582,758
24661059,397,21576.1,395,5.1,92.4,3.8,1.5,400,0,0.00,415,10,2.41,249352,807
24661060,674,8331.3,670,11.2,80.6,8.2,2,675,0,0.00,725,10,1.38,325128,854
24661062,966,17500,970,12.9,57.2,29.9,1.9,800,25,3.13,800,35,4.38,688423,1124
24661063,547,31257.1,545,15.6,63.3,21.1,1.8,550,10,1.82,475,25,5.26,0,1226
24661066,454,7993,455,14.3,67,19.8,1.9,450,10,2.22,425,0,0.00,703549,1176
24661067,397,6868.5,395,16.5,59.5,25.3,2.3,395,5,1.27,370,10,2.70,1451596,2054
24661068,630,7535.9,630,15.9,59.5,24.6,2.3,630,5,0.79,685,10,1.46,1185843,1735
24661069,666,6727.3,665,17.3,63.2,19.5,2.5,665,10,1.50,705,30,4.26,1266785,1788
